Epoch,AverageEpRet,StdEpRet,MaxEpRet,MinEpRet,AverageEpCost,StdEpCost,MaxEpCost,MinEpCost,CumulativeCost,CostRate,AverageLossPi,StdLossPi,MaxLossPi,MinLossPi,AverageLossQR1,StdLossQR1,MaxLossQR1,MinLossQR1,AverageLossQC,StdLossQC,MaxLossQC,MinLossQC,AverageLossQCVar,StdLossQCVar,MaxLossQCVar,MinLossQCVar,AveragePiEntropy,StdPiEntropy,MaxPiEntropy,MinPiEntropy,TotalTime
3588,-792527.9796,15971.0000510000,-754390.5873,-795450.9228,510.016000000000,-1938.057324,592.029546666667,185.009233333333,366197400,1448.33366673335,6919246.50000000,157902.780000000,7329872.50000000,6494823.50000000,264852740,56687780,452526180,154751940,162.598480000000,33.1119270000000,249.133930000000,107.553154000000,97.3996800000000,37.5176280000000,305.867920000000,49.1665040000000,-130.93198,1.71504390000000,-126.19306,-135.75697,33936.1880760193
3589,-785498.7708,4487.05837940000,-757811.1812,-787584.0412,210.814000000000,-1909.69844,481.668266666667,150.521333333333,366219330,1448.24564912983,6918513.50000000,150416.380000000,7320412,6517660,230201700,43078216,348103870,161730580,157.202100000000,32.8640700000000,280.154200000000,93.6333900000000,89.9432900000000,33.4336550000000,307.557680000000,39.3611450000000,-130.44287,1.58962540000000,-126.58685,-133.83232,33944.7217440605
3590,-785433.3303,5609.72742500000,-761762.1962,-787593.0721,182.298000000000,-1901.75576,486.041600000000,151.888000000000,366241200,1448.15763152631,6920059,139836.120000000,7260496.50000000,6493831,201956880,44506464,375698460,123693976,153.542240000000,33.4604870000000,272.409640000000,97.1386800000000,90.0903800000000,32.4733100000000,297.460360000000,42.9291700000000,-130.59169,1.55984030000000,-127.03679,-134.54163,33955.7853081226
3591,-793994.8345,10144.9448130000,-770371.3316,-806094.7981,518.216000000000,-1977.583984,684.082026666667,213.775633333333,366267550,1448.06961392278,6957549,158691.720000000,7406925,6607622.50000000,191239520,38673920,381987940,98567010,179.482120000000,42.1747500000000,294.742800000000,92.7613600000000,100.579680000000,39.1365130000000,345.175100000000,47.8829040000000,-131.4687,1.70118950000000,-127.472206,-135.8339,33964.1702215672
3592,-798298.1119,15159.6143260000,-773168.2424,-813666.5931,582.139800000000,-1828.47168,725.783253333333,226.807266666667,366292400,1447.98159631926,6908888,149295.450000000,7399692,6457111,183938910,39658660,312955400,95928390,142.717650000000,28.0021250000000,235.718610000000,93.6371200000000,77.5795000000000,20.5476550000000,177.117830000000,44.4553530000000,-130.07672,1.34464820000000,-126.2044,-134.47966,33975.2604253292
3593,-789372.1439,10910.7383600000,-767280.2928,-803087.7226,260.487800000000,-1985.03623,515.638080000000,161.136900000000,366315140,1447.89357871574,6977453,195913.080000000,7508215,6619255.50000000,155894860,38952396,293833800,94347880,168.385060000000,34.9708940000000,287.908400000000,101.173160000000,92.9392300000000,24.5294670000000,203.690190000000,44.4467160000000,-129.88364,1.39160490000000,-126.81351,-133.23898,33983.7619671822
3594,-785224.4231,3049.66296100000,-761664.8798,-789700.6832,124.193800000000,-1997.019238,348.320746666667,108.850233333333,366336300,1447.80556111222,6968051,146957.900000000,7334518.50000000,6605987,159155150,40871964,353811420,98071010,157.182540000000,34.4132420000000,278.961820000000,84.5885800000000,94.5431400000000,45.4684330000000,391.193200000000,43.2099600000000,-129.6835,1.52909580000000,-124.965996,-134.1653,33994.7028942108
3595,-789406.4909,6732.19707600000,-756547.3599,-782604.0497,268.419800000000,-1960.952734,352.828906666667,110.259033333333,366359230,1447.71754350870,6994709,154958.700000000,7273996,6646775,163921970,44478950,317461860,100887120,175.209630000000,42.7504160000000,344.588600000000,114.714140000000,102.286390000000,59.6783260000000,424.782620000000,51.2769170000000,-129.83795,1.34297040000000,-124.95288,-133.21564,34003.1033213139
3596,-785498.0021,12913.0916460000,-757623.6691,-781924.9042,268.940600000000,-1875.21123,378.476160000000,118.273800000000,366381380,1447.62952590518,6955729.50000000,156724.610000000,7413119.50000000,6516954,137050350,26405790,214479170,74844104,166.764080000000,37.1450000000000,273.444460000000,85.1335600000000,94.3783300000000,49.3315100000000,532.094700000000,38.6862800000000,-129.87997,1.65965840000000,-124.69979,-134.72813,34014.1660234928
3597,-787139.9171,2475.41577100000,-751875.3872,-793461.5203,172.282400000000,-1917.358496,407.526400000000,127.352000000000,366404400,1447.54150830166,6937722.50000000,137943.190000000,7315608,6587211,139545060,33408518,260306860,83696060,155.767820000000,38.2362900000000,305.409800000000,83.8722300000000,84.1214750000000,25.7601340000000,230.535950000000,32.8060300000000,-130.69803,1.41291710000000,-126.69542,-133.63156,34022.6125917435
3598,-791585.175,29887.5907566000,-753332.1013,-796963.8727,322.889000000000,-1884.882128,404.899093333333,126.530966666667,366427260,1447.45349069814,6974629,158855.380000000,7434601,6642860,144385460,37371604,321212640,82254530,163.450470000000,39.3960720000000,339.017330000000,99.0083400000000,87.1025000000000,29.2563650000000,301.470730000000,41.5777600000000,-130.42255,1.76679710000000,-126.35202,-135.52676,34033.6829578877
3599,-786259.9394,12558.2877610000,-744757.7728,-800413.29,264.014400000000,-1904.8458,393.548266666667,122.983833333333,366449180,1447.36547309462,6940288,148909.700000000,7251393,6594804.50000000,157347890,53423680,414869000,93997976,150.199620000000,28.5715160000000,235.862300000000,95.8719940000000,82.0009160000000,20.0923980000000,156.135860000000,45.2854920000000,-130.25253,1.44219100000000,-126.11905,-134.28836,34042.1878337860
3600,-783813.0783,20821.1148530000,-745386.9544,-787261.108,150.999600000000,-1878.215332,338.350933333333,105.734666666667,366470980,1447.27745549110,9510838,183958.020000000,10120133,9025931,72969144,11946081,111199140,51456092,187.651080000000,36.5387700000000,319.973420000000,126.088196000000,48.3229940000000,29.8452170000000,316.046400000000,25.3736570000000,-139.94728,1.47608300000000,-136.29485,-144.06165,12152.9097270966
3601,-786429.0371,13449.4649170000,-749493.9821,-790050.1243,219.394000000000,-1910.136524,342.374933333333,106.992166666667,366493300,1447.18943788758,9471018,156066.440000000,9883165,9137729,76397370,14405617,126386700,51166824,175.741090000000,27.9182240000000,256.916960000000,123.235886000000,46.0198860000000,12.3584890000000,89.5502900000000,25.0253300000000,-140.44818,1.42207540000000,-136.62657,-143.44846,12160.9584717751
3602,-791109.4304,10586.5903240000,-763402.318,-793927.7471,271.559400000000,-1988.793652,381.963520000000,119.363600000000,366515970,1447.10142028406,9474090,179064.440000000,10038270,9030781,73307290,13746152,125988880,51507744,179.164520000000,32.3580630000000,297.158900000000,116.097350000000,45.8865470000000,11.8076920000000,90.2972400000000,23.6768190000000,-140.60612,1.49962840000000,-136.89262,-144.46252,12171.5513119698
3603,-793444.7375,5222.74336000000,-769700.0678,-793534.8325,225.228200000000,-1918.01748,398.271146666667,124.459733333333,366538140,1447.01340268054,9502875,194982.860000000,9937900,9060582,68507050,9259309,88513460,53448130,172.027010000000,33.7670400000000,262.642970000000,102.244064000000,42.1405070000000,11.7580170000000,79.2559200000000,19.7637330000000,-140.58928,1.44378200000000,-137.95612,-144.33647,12179.5234038830
3604,-789767.6251,3861.37502000000,-770566.7243,-796833.4973,249.970800000000,-1949.683204,379.825386666667,118.695433333333,366561100,1446.92538507702,9526461,182509.420000000,9923120,9024327,68248460,8432606,94272090,50894496,181.324870000000,34.1889950000000,317.262240000000,117.203840000000,49.1676750000000,31.1156200000000,391.485960000000,25.6542360000000,-140.352,1.54359290000000,-136.54904,-144.69246,12190.1691877842
3605,-793209.2887,13378.0511950000,-770483.1852,-798743.4947,236.973600000000,-1882.18652,480.051840000000,150.016200000000,366583650,1446.83736747349,9514018,179326.950000000,9899204,9119315,69098020,10745976,94592600,48199010,175.988860000000,28.9987680000000,278.121250000000,120.167770000000,43.0687800000000,10.6052940000000,73.6509400000000,22.8374020000000,-140.81265,1.62040700000000,-137.26366,-144.81009,12198.1696195602
3606,-794533.9932,7991.37801500000,-774046.6568,-818089.4356,413.152800000000,-1927.986426,583.883840000000,182.463700000000,366608260,1446.74934986997,9541981,176815.420000000,10072764,9025979,88149010,53232290,408185060,51479310,174.445630000000,32.1663300000000,269.108220000000,104.474010000000,44.2917140000000,11.7109420000000,111.237366000000,23.2020870000000,-141.26413,1.30106770000000,-138.49908,-144.8856,12208.7567923069
3607,-801552.5153,23395.9051030000,-780411.6977,-818639.9565,444.655800000000,-1722.00224,684.368640000000,213.865200000000,366631580,1446.66133226645,9494608,181693.730000000,10028409,9041327,71300420,11068371,115680880,51090308,169.192230000000,31.8083380000000,293.443360000000,117.951940000000,42.9459720000000,11.2702690000000,77.2708100000000,23.3104250000000,-140.53905,1.46266010000000,-137.3076,-144.13126,12216.6836645603
3608,-796814.8352,5046.77094500000,-782223.0262,-819126.6983,425.382600000000,-1964.880274,694.960213333333,217.175066666667,366656580,1446.57331466293,9550070,187203.890000000,9964656,8975991,65054260,9533107,111005830,49528670,168.062870000000,35.1377200000000,278.199340000000,102.759140000000,44.8054580000000,12.1485770000000,132.218810000000,21.6350700000000,-140.60318,1.60983250000000,-136.86763,-145.09987,12227.1889438629
3609,-795454.345,6019.49909000000,-776456.004,-814562.3462,433.012000000000,-1988.417188,616.613760000000,192.691800000000,366680500,1446.48529705941,9548681,190992.250000000,9940510,9127604,66089624,8523587,110795240,50853988,168.840440000000,30.9466600000000,281.427730000000,109.656980000000,43.2324600000000,13.2495500000000,81.8493650000000,19.2976070000000,-140.96518,1.61475670000000,-137.33054,-144.50996,12235.0802471638
3610,-795450.1484,25845.0487570000,-758199.3832,-816245.5854,297.756200000000,-1880.06846,523.075626666667,163.461133333333,366703940,1446.39727945589,9542590,172973.330000000,10128132,9008668,67388760,9683306,101091210,48776170,172.988430000000,41.7612650000000,485.368960000000,101.531860000000,43.3495250000000,14.8686630000000,156.691770000000,20.0231320000000,-140.96498,1.43430000000000,-137.20659,-144.93214,12245.5483136177
3611,-787325.2709,34488.5863070000,-749342.0439,-812565.0363,249.998600000000,-1793.90722,422.480426666667,132.025133333333,366725660,1446.30926185237,9574884,195596.970000000,9984939,9077153,66179520,10245612,108649950,47661870,167.740520000000,32.8822480000000,281.435900000000,108.251570000000,45.1728500000000,10.4710500000000,67.9139400000000,24.4089360000000,-140.693,1.33113170000000,-137.60252,-144.2235,12253.5287554264
3612,-788405.3057,14273.1328100000,-744563.15,-799088.9212,244.396000000000,-1967.431348,363.448853333333,113.577766666667,366747900,1446.22124424885,9597374,198080.840000000,10094523,9145483,67512550,11868827,126448810,49551790,171.687130000000,31.3989410000000,274.956100000000,110.502380000000,43.0710750000000,14.0543050000000,140.636470000000,19.8688350000000,-141.008,1.51677610000000,-136.11346,-144.16864,12264.0388126373
3613,-786255.9693,15516.3034060000,-756714.2031,-798836.0436,187.072000000000,-1890.90996,410.252053333333,128.203766666667,366770200,1446.13322664533,9567183,194403.660000000,10002284,9025902,71700050,15825588,135985760,50367828,165.774050000000,28.6963210000000,244.515260000000,108.690384000000,47.4930100000000,41.0300450000000,395.240000000000,17.7194820000000,-142.00282,1.73953030000000,-137.78656,-146.31113,12272.0079562664
3614,-793947.4948,15623.5995760000,-752723.9413,-793223.1811,337.754600000000,-1870.13604,355.570880000000,111.115900000000,366792830,1446.04520904181,9603380,172410.050000000,10022108,9224395,64372744,9709550,103228504,46071572,164.335370000000,32.1128200000000,286.153000000000,108.299126000000,43.7552870000000,9.93964100000000,79.5349700000000,24.9099730000000,-142.3986,1.44554750000000,-138.6081,-147.17665,12282.5564539433
3615,-783878.7729,12960.3908080000,-755223.7795,-797189.0967,141.868800000000,-1957.303906,428.713280000000,133.972900000000,366815330,1445.95719143829,9619998,200597.380000000,10180265,9223389,64422772,12203343,118863760,48991164,164.858020000000,34.0700040000000,275.209100000000,105.042380000000,52.9541630000000,56.1831050000000,536.270300000000,24.8036500000000,-142.46776,1.50735910000000,-138.58992,-145.47658,12290.5162267685
3616,-790269.6782,17223.9483520000,-742887.3073,-790037.3915,324.214000000000,-1943.76416,370.478293333333,115.774466666667,366838980,1445.86917383477,9598707,177253.890000000,10212016,9166020,62762292,8196305.50000000,96178940,46904124,160.157070000000,27.9083580000000,248.063770000000,102.216590000000,46.6635860000000,27.3594300000000,314.044250000000,22.5245360000000,-142.01529,1.47740300000000,-138.16127,-146.2444,12301.1201708317
3617,-784944.1993,24932.3596620000,-755234.2595,-802319.6067,228.564000000000,-1762.68506,454.460800000000,142.019000000000,366860400,1445.78115623125,9605690,187699.880000000,10184502,9164616,58756450,8757117,119869256,47243810,161.215700000000,29.8767870000000,264.670500000000,104.084755000000,51.3754900000000,36.1055400000000,265.986150000000,21.8518680000000,-141.5418,1.33173670000000,-137.63075,-144.19496,12309.0629122257
3618,-797687.6017,10155.6872960000,-772087.9359,-813861.677,299.336000000000,-1970.35459,535.955200000000,167.486000000000,366884320,1445.69313862773,9599917,195381.700000000,10250263,9170762,61668544,8838121,99165050,45784896,161.928200000000,31.8648530000000,258.662350000000,89.7561950000000,48.5637600000000,35.4095840000000,411.538570000000,19.9230960000000,-141.33582,1.36026720000000,-135.65585,-144.52808,12319.5620112419
3619,-804859.8941,7350.05931500000,-779878.6761,-812309.355,477.016000000000,-1972.301464,458.828373333334,143.383866666667,366908100,1445.60512102421,9627324,172089.440000000,10038774,9259732,62175704,6889704.50000000,86101130,49953948,168.473590000000,30.9596920000000,247.977300000000,112.706215000000,47.1044040000000,27.6803550000000,273.385560000000,25.3461300000000,-141.57503,1.31060860000000,-139.2413,-144.97606,12327.5890374184
3620,-788577.2253,11363.9212630000,-776645.6163,-805285.5087,83.9512000000000,-1777.62402,544.612693333333,170.191466666667,366929630,1445.51710342068,9605874,192827.140000000,10137270,9125564,63338676,10489139,107193450,45894600,165.703030000000,30.5742550000000,259.068150000000,107.317520000000,48.4484000000000,27.8505860000000,356.932070000000,24.3925780000000,-141.94485,1.45683790000000,-138.2785,-146.45169,12338.1046290398
3621,-791902.5664,5774.44866100000,-761833.0301,-789104.3876,460.181600000000,-1890.207226,429.370453333333,134.178266666667,366953570,1445.42908581716,9616512,187039.940000000,10289755,9287980,69452750,10239293,104171380,54880180,162.163390000000,28.5474340000000,223.580140000000,96.5563300000000,61.9747200000000,65.6842200000000,570.907200000000,27.1694950000000,-141.93259,1.52972960000000,-137.8852,-145.81358,12346.0845074654
3622,-788660.4173,7780.35156600000,-766664.4411,-788542.2337,260.936800000000,-1884.41064,541.918506666667,169.349533333333,366976400,1445.34106821364,9622805,194963.160000000,10073706,9203598,69240000,14722920,142665980,46999376,156.652180000000,29.2607610000000,293.854980000000,107.551590000000,51.5452500000000,44.2390700000000,416.611330000000,21.5654300000000,-141.897,1.41007450000000,-137.74498,-146.41519,12356.6925840378
3623,-789833.8542,3244.26579000000,-763553.9866,-790292.6899,294.978800000000,-1941.38926,419.193493333333,130.997966666667,366999200,1445.25305061012,9617318,220118.450000000,10128195,8976910,67800240,12889602,127974920,52430772,164.326610000000,29.1417200000000,240.548110000000,104.057470000000,53.6906430000000,34.4879570000000,271.439500000000,27.7301030000000,-141.95363,1.30990660000000,-138.28899,-145.65637,12364.6682467461
